Trang,Địa chỉ,Diện tích (m2),Phòng ngủ,WC,Giá
5,phuong tan dinh,108,4,4,55000
5,phuong tan dinh,105,4,4,55000
13,phuong tan dinh,130,7,8,55000
31,phuong tan dinh,175,5,3,55000
27,phuong tan dinh,180,1,1,55000
2,phuong tan dinh,90,3,3,55000
34,phuong tan dinh,196,6,6,55000
12,phuong tan dinh,99,5,6,55000
12,phuong tan dinh,135,8,8,55000
1,phuong tan dinh,87,3,3,55000
15,phuong tan dinh,95,4,5,55000
15,phuong tan dinh,52,8,8,55000
15,phuong tan dinh,137,0,5,55000
14,phuong tan dinh,105,5,6,55000
6,phuong tan dinh,87,3,3,55000
92,phuong tan dinh,160,4,4,55000
41,phuong tan dinh,160,6,6,55000
91,phuong tan dinh,145,18,18,55000
47,phuong tan dinh,150,2,2,55000
6,phuong tan dinh,200,5,5,55000
29,phuong tan dinh,200,4,4,55000
67,phuong tan dinh,100,4,4,55000
29,phuong tan dinh,150,3,3,55000
18,phuong tan dinh,102,5,5,55000
47,phuong tan dinh,78,6,6,55000
17,phuong tan dinh,101,10,10,55000
50,phuong tan dinh,200,1,1,55000
40,phuong tan dinh,337,2,2,55000
61,phuong tan dinh,153,10,10,55000
98,phuong tan dinh,140,7,7,55000
61,phuong tan dinh,140,6,6,55000
17,phuong tan dinh,110,5,5,55000
3,phuong ben nghe,90,10,11,55000
3,phuong ben thanh,85,3,4,55000
5,phuong da kao,200,30,30,55000
5,phuong da kao,210,21,21,55000
5,phuong da kao,250,20,20,55000
5,phuong da kao,210,22,22,55000
5,phuong nguyen thai binh,99,10,10,55000
4,phuong nguyen thai binh,88,10,11,55000
7,phuong ben nghe,72,10,11,55000
5,phuong ben nghe,90,35,35,55000
5,phuong ben nghe,80,34,34,55000
9,phuong ben nghe,88,21,22,55000
8,phuong ben nghe,68,8,9,55000
7,phuong ben thanh,90,4,4,55000
6,phuong ben thanh,70,4,4,55000
6,phuong nguyen cu trinh,188,6,6,55000
6,phuong nguyen thai binh,79,6,6,55000
2,phuong nguyen thai binh,81,6,7,55000
8,phuong pham ngu lao,118,7,7,55000
7,phuong pham ngu lao,118,30,30,55000
2,phuong tan dinh,150,2,2,55000
6,phuong tan dinh,250,4,4,55000
71,phuong nguyen cu trinh,140,4,5,55400
22,phuong cau ong lanh,162,6,7,55500
33,phuong cau ong lanh,162,14,15,55500
6,phuong pham ngu lao,175,7,7,55700
53,phuong nguyen thai binh,93,11,11,55800
1,phuong nguyen thai binh,79,6,7,55900
56,phuong ben nghe,46,4,4,56000
86,phuong ben nghe,90,8,9,56000
72,phuong ben nghe,102,5,5,56000
13,phuong ben thanh,149,8,8,56000
5,phuong ben thanh,119,26,26,56000
89,phuong ben thanh,80,2,2,56000
79,phuong ben thanh,80,4,2,56000
96,phuong ben thanh,111,4,5,56000
72,phuong co giang,132,32,32,56000
57,phuong co giang,166,7,7,56000
29,phuong da kao,205,4,3,56000
50,phuong da kao,205,3,3,56000
51,phuong da kao,270,6,6,56000
45,phuong da kao,240,1,1,56000
89,phuong da kao,199,20,20,56000
53,phuong da kao,205,5,3,56000
16,phuong nguyen cu trinh,110,4,4,56000
88,phuong nguyen cu trinh,180,7,7,56000
21,phuong nguyen thai binh,66,5,5,56000
98,phuong nguyen thai binh,92,7,7,56000
31,phuong nguyen thai binh,160,15,15,56000
63,phuong nguyen thai binh,92,14,15,56000
16,phuong nguyen thai binh,67,7,7,56000
67,phuong nguyen thai binh,92,16,17,56000
35,phuong pham ngu lao,130,5,6,56000
57,phuong pham ngu lao,120,1,1,56000
47,phuong pham ngu lao,68,3,3,56000
41,phuong pham ngu lao,90,9,9,56000
91,phuong pham ngu lao,72,54,54,56000
93,phuong pham ngu lao,80,22,22,56000
70,phuong pham ngu lao,120,4,5,56000
69,phuong pham ngu lao,84,6,7,56000
55,phuong pham ngu lao,80,22,22,56000
92,phuong pham ngu lao,86,3,3,56000
66,phuong pham ngu lao,72,16,17,56000
97,phuong pham ngu lao,128,6,6,56000
67,phuong pham ngu lao,100,54,54,56000
90,phuong pham ngu lao,150,10,11,56000
62,phuong tan dinh,136,0,12,56000
97,phuong tan dinh,148,6,7,56000
86,phuong tan dinh,145,7,7,56000
6,phuong tan dinh,140,1,1,56000
51,phuong tan dinh,148,6,6,56000
35,phuong tan dinh,148,3,3,56000
79,phuong tan dinh,135,5,43,56000
4,phuong ben nghe,108,14,15,56000
1,phuong da kao,84,4,5,56000
5,phuong pham ngu lao,72,16,17,56000
1,phuong pham ngu lao,68,6,3,56000
1,phuong pham ngu lao,100,16,16,56000
3,phuong ben nghe,90,18,19,56000
3,phuong ben nghe,67,2,3,56000
8,phuong ben thanh,80,1,1,56000
2,phuong ben thanh,84,54,54,56000
1,phuong nguyen cu trinh,180,2,1,56000
3,phuong pham ngu lao,78,3,3,56000
84,phuong nguyen thai binh,87,10,10,56999
57,phuong ben nghe,50,4,4,57000
79,phuong ben nghe,90,1,1,57000
38,phuong ben thanh,84,18,18,57000
34,phuong ben thanh,90,4,5,57000
40,phuong ben thanh,80,25,25,57000
50,phuong ben thanh,220,5,5,57000
94,phuong ben thanh,66,6,7,57000
69,phuong ben thanh,153,5,5,57000
29,phuong cau ong lanh,88,10,10,57000
37,phuong co giang,160,2,1,57000
76,phuong da kao,300,15,16,57000
60,phuong da kao,110,2,2,57000
59,phuong da kao,208,6,5,57000
5,phuong nguyen cu trinh,104,0,2,57000
83,phuong nguyen cu trinh,143,10,10,57000
96,phuong nguyen cu trinh,163,14,15,57000
78,phuong nguyen cu trinh,96,1,1,57000
69,phuong nguyen thai binh,64,16,16,57000
13,phuong nguyen thai binh,76,7,7,57000
12,phuong pham ngu lao,103,4,4,57000
84,phuong pham ngu lao,89,1,2,57000
88,phuong pham ngu lao,96,28,28,57000
9,phuong pham ngu lao,150,4,2,57000
68,phuong pham ngu lao,80,30,31,57000
47,phuong pham ngu lao,88,3,3,57000
44,phuong pham ngu lao,74,2,2,57000
34,phuong tan dinh,171,4,4,57000
34,phuong tan dinh,140,4,4,57000
35,phuong tan dinh,243,6,6,57000
50,phuong tan dinh,200,8,7,57000
26,phuong tan dinh,243,6,6,57000
50,phuong tan dinh,160,7,8,57000
92,phuong tan dinh,130,1,1,57000
81,phuong tan dinh,150,10,10,57000
75,phuong tan dinh,147,6,6,57000
4,phuong ben nghe,206,38,38,57000
9,phuong tan dinh,140,7,7,57000
27,phuong cau kho,144,3,3,57500
100,phuong nguyen cu trinh,144,6,7,57500
83,phuong nguyen thai binh,152,10,10,57500
47,phuong tan dinh,136,7,8,57500
37,phuong cau kho,80,8,8,57800
58,phuong pham ngu lao,72,8,9,57900
4,phuong pham ngu lao,72,4,5,57900
83,phuong ben nghe,120,9,9,58000
65,phuong ben nghe,76,10,10,58000
54,phuong ben nghe,60,4,4,58000
59,phuong ben nghe,73,25,25,58000
4,phuong ben thanh,127,7,7,58000
24,phuong ben thanh,83,6,6,58000
38,phuong ben thanh,154,35,35,58000
25,phuong ben thanh,83,6,6,58000
18,phuong ben thanh,86,3,3,58000
75,phuong ben thanh,150,22,0,58000
47,phuong ben thanh,173,7,6,58000
83,phuong ben thanh,86,3,3,58000
51,phuong ben thanh,173,4,4,58000
87,phuong ben thanh,100,3,3,58000
12,phuong ben thanh,67,5,5,58000
26,phuong ben thanh,60,5,5,58000
8,phuong cau ong lanh,77,15,15,58000
6,phuong co giang,120,6,7,58000
51,phuong co giang,74,10,9,58000
43,phuong co giang,81,6,6,58000
3,phuong co giang,115,5,6,58000
51,phuong co giang,74,8,5,58000
54,phuong co giang,90,6,6,58000
17,phuong da kao,205,7,4,58000
76,phuong da kao,240,16,17,58000
8,phuong da kao,205,4,4,58000
52,phuong da kao,240,10,11,58000
58,phuong da kao,150,6,4,58000
75,phuong da kao,280,26,27,58000
14,phuong nguyen cu trinh,104,4,4,58000
55,phuong nguyen cu trinh,226,2,2,58000
4,phuong nguyen cu trinh,155,5,6,58000
21,phuong nguyen thai binh,68,4,4,58000
17,phuong nguyen thai binh,66,4,4,58000
76,phuong nguyen thai binh,78,15,16,58000
3,phuong nguyen thai binh,101,8,9,58000
8,phuong pham ngu lao,82,1,1,58000
83,phuong pham ngu lao,102,34,34,58000
53,phuong pham ngu lao,125,3,4,58000
55,phuong pham ngu lao,76,25,25,58000
65,phuong pham ngu lao,80,3,3,58000
87,phuong pham ngu lao,102,25,25,58000
82,phuong pham ngu lao,102,35,35,58000
21,phuong pham ngu lao,89,2,2,58000
64,phuong pham ngu lao,74,4,4,58000
83,phuong pham ngu lao,102,21,21,58000
92,phuong pham ngu lao,120,16,16,58000
68,phuong tan dinh,123,8,8,58000
42,phuong tan dinh,296,2,2,58000
75,phuong tan dinh,135,6,6,58000
42,phuong tan dinh,160,6,6,58000
75,phuong tan dinh,143,6,6,58000
91,phuong tan dinh,149,12,12,58000
91,phuong tan dinh,170,8,9,58000
86,phuong tan dinh,93,2,8,58000
72,phuong tan dinh,240,19,20,58000
63,phuong tan dinh,148,7,7,58000
1,phuong ben nghe,76,54,54,58000
4,phuong ben nghe,68,32,32,58000
5,phuong ben nghe,81,25,26,58000
5,phuong ben nghe,84,44,44,58000
2,phuong da kao,208,10,10,58000
7,phuong nguyen cu trinh,160,6,6,58000
5,phuong pham ngu lao,98,2,2,58000
29,phuong cau kho,160,8,8,58500
45,phuong co giang,300,3,3,58500
26,phuong nguyen cu trinh,154,4,4,58500
7,phuong pham ngu lao,81,2,2,58500
8,phuong pham ngu lao,82,3,2,58500
27,phuong pham ngu lao,90,2,1,58500
2,phuong nguyen cu trinh,300,8,8,58500
2,phuong tan dinh,151,6,4,58500
31,phuong cau kho,300,8,8,58900
100,phuong ben nghe,81,8,9,59000
100,phuong ben nghe,90,8,9,59000
1,phuong ben thanh,68,3,3,59000
6,phuong ben thanh,67,2,2,59000
52,phuong ben thanh,77,3,2,59000
50,phuong ben thanh,100,3,3,59000
68,phuong ben thanh,60,19,20,59000
51,phuong ben thanh,77,3,3,59000
9,phuong cau kho,260,1,1,59000
30,phuong cau kho,80,6,7,59000
24,phuong co giang,139,6,5,59000
22,phuong co giang,71,9,11,59000
31,phuong co giang,82,6,6,59000
4,phuong co giang,120,8,7,59000
19,phuong co giang,160,6,4,59000
97,phuong da kao,128,6,7,59000
33,phuong da kao,140,3,3,59000
44,phuong da kao,150,2,2,59000
49,phuong da kao,205,5,4,59000
44,phuong nguyen cu trinh,180,5,5,59000
45,phuong nguyen cu trinh,300,3,3,59000
27,phuong nguyen cu trinh,230,6,6,59000
3,phuong nguyen cu trinh,112,4,4,59000
75,phuong nguyen cu trinh,210,1,1,59000
98,phuong nguyen thai binh,72,4,5,59000
12,phuong nguyen thai binh,64,5,5,59000
24,phuong nguyen thai binh,160,2,2,59000
44,phuong nguyen thai binh,140,5,5,59000
60,phuong nguyen thai binh,140,8,9,59000
7,phuong pham ngu lao,57,3,4,59000
8,phuong pham ngu lao,81,2,2,59000
16,phuong pham ngu lao,89,2,2,59000
53,phuong pham ngu lao,131,1,1,59000
80,phuong pham ngu lao,389,16,17,59000
52,phuong pham ngu lao,136,12,6,59000
99,phuong pham ngu lao,198,6,6,59000
76,phuong pham ngu lao,162,10,11,59000
78,phuong pham ngu lao,86,5,5,59000
69,phuong pham ngu lao,178,34,34,59000
50,phuong pham ngu lao,162,8,8,59000
4,phuong tan dinh,188,3,3,59000
87,phuong tan dinh,90,4,4,59000
27,phuong tan dinh,187,3,3,59000
12,phuong tan dinh,160,5,6,59000
12,phuong tan dinh,160,5,6,59000
73,phuong tan dinh,240,19,20,59000
75,phuong tan dinh,140,6,6,59000
19,phuong tan dinh,205,8,8,59000
94,phuong tan dinh,148,5,6,59000
5,phuong ben nghe,72,6,7,59000
59,phuong co giang,300,8,9,59500
41,phuong co giang,300,8,8,59500
81,phuong pham ngu lao,435,16,16,59800
60,phuong pham ngu lao,435,16,16,59800
1,phuong da kao,200,3,3,59900
93,phuong pham ngu lao,130,8,8,59900
62,phuong ben nghe,70,6,5,60000
84,phuong ben nghe,68,9,9,60000
31,phuong ben nghe,60,5,4,60000
8,phuong ben nghe,70,8,8,60000
79,phuong ben nghe,94,8,8,60000
15,phuong ben nghe,75,6,6,60000
11,phuong ben nghe,60,5,4,60000
34,phuong ben nghe,80,26,27,60000
96,phuong ben nghe,100,10,11,60000
58,phuong ben nghe,85,40,40,60000
1,phuong ben nghe,168,5,5,60000
35,phuong ben nghe,49,4,4,60000
78,phuong ben nghe,68,1,1,60000
10,phuong ben nghe,60,5,4,60000
78,phuong ben nghe,68,1,1,60000
30,phuong ben thanh,80,6,6,60000
24,phuong ben thanh,78,6,4,60000
24,phuong ben thanh,90,6,4,60000
24,phuong ben thanh,90,6,4,60000
8,phuong ben thanh,100,6,6,60000
8,phuong ben thanh,80,9,9,60000
5,phuong ben thanh,90,4,4,60000
6,phuong ben thanh,67,3,3,60000
6,phuong ben thanh,89,3,3,60000
9,phuong ben thanh,68,4,5,60000
89,phuong ben thanh,75,4,6,60000
25,phuong ben thanh,90,5,4,60000
25,phuong ben thanh,160,7,5,60000
18,phuong ben thanh,90,4,2,60000
26,phuong ben thanh,151,5,4,60000
40,phuong ben thanh,80,22,22,60000
48,phuong ben thanh,120,3,3,60000
21,phuong ben thanh,80,1,1,60000
47,phuong ben thanh,100,5,5,60000
95,phuong ben thanh,79,4,4,60000
5,phuong cau kho,100,6,6,60000
2,phuong cau kho,136,5,5,60000
8,phuong cau kho,120,9,9,60000
14,phuong cau kho,280,1,1,60000
35,phuong cau ong lanh,172,8,8,60000
30,phuong cau ong lanh,140,3,3,60000
7,phuong cau ong lanh,176,5,3,60000
31,phuong cau ong lanh,155,2,3,60000
29,phuong co giang,252,45,45,60000
10,phuong co giang,160,1,5,60000
4,phuong co giang,115,5,5,60000
61,phuong co giang,158,3,3,60000
69,phuong co giang,108,8,8,60000
41,phuong co giang,160,10,10,60000
4,phuong da kao,120,5,5,60000
51,phuong da kao,168,6,6,60000
32,phuong da kao,205,6,6,60000
42,phuong da kao,210,4,6,60000
46,phuong da kao,160,10,12,60000
45,phuong da kao,160,10,12,60000
8,phuong da kao,205,1,1,60000
8,phuong da kao,205,1,1,60000
63,phuong da kao,162,5,6,60000
94,phuong da kao,156,5,6,60000
8,phuong da kao,205,1,1,60000
27,phuong da kao,220,4,4,60000
25,phuong nguyen cu trinh,104,3,3,60000
23,phuong nguyen cu trinh,120,3,4,60000
16,phuong nguyen cu trinh,110,4,4,60000
35,phuong nguyen cu trinh,105,4,4,60000
24,phuong nguyen cu trinh,105,8,10,60000
36,phuong nguyen cu trinh,110,5,5,60000
58,phuong nguyen cu trinh,340,5,6,60000
32,phuong nguyen cu trinh,140,0,7,60000
42,phuong nguyen cu trinh,150,5,5,60000
30,phuong nguyen cu trinh,104,4,4,60000
8,phuong nguyen cu trinh,144,6,6,60000
43,phuong nguyen cu trinh,104,3,6,60000
22,phuong nguyen cu trinh,104,3,4,60000
50,phuong nguyen cu trinh,150,7,8,60000
42,phuong nguyen cu trinh,144,2,7,60000
13,phuong nguyen cu trinh,76,6,6,60000
35,phuong nguyen cu trinh,2008,12,13,60000
27,phuong nguyen cu trinh,77,2,2,60000
38,phuong nguyen cu trinh,80,6,6,60000
37,phuong nguyen thai binh,144,10,10,60000
37,phuong nguyen thai binh,76,10,10,60000
37,phuong nguyen thai binh,112,6,6,60000
36,phuong nguyen thai binh,76,10,10,60000
29,phuong nguyen thai binh,140,9,9,60000
9,phuong nguyen thai binh,146,7,7,60000
3,phuong nguyen thai binh,160,2,2,60000
42,phuong nguyen thai binh,76,8,9,60000
55,phuong nguyen thai binh,94,2,2,60000
40,phuong nguyen thai binh,96,4,5,60000
22,phuong nguyen thai binh,140,4,4,60000
91,phuong nguyen thai binh,92,14,15,60000
34,phuong nguyen thai binh,152,10,10,60000
60,phuong nguyen thai binh,92,14,15,60000
7,phuong nguyen thai binh,79,8,8,60000
7,phuong nguyen thai binh,86,3,3,60000
12,phuong pham ngu lao,64,1,1,60000
33,phuong pham ngu lao,127,5,6,60000
19,phuong pham ngu lao,130,7,7,60000
28,phuong pham ngu lao,92,2,1,60000
35,phuong pham ngu lao,195,12,13,60000
96,phuong pham ngu lao,80,8,8,60000
100,phuong pham ngu lao,240,6,6,60000
84,phuong pham ngu lao,92,5,5,60000
13,phuong pham ngu lao,148,8,8,60000
21,phuong pham ngu lao,77,3,3,60000
49,phuong pham ngu lao,180,8,8,60000
54,phuong pham ngu lao,84,1,1,60000
24,phuong pham ngu lao,86,7,7,60000
97,phuong pham ngu lao,183,4,3,60000
4,phuong pham ngu lao,127,9,9,60000
22,phuong pham ngu lao,103,5,4,60000
4,phuong pham ngu lao,85,4,5,60000
88,phuong pham ngu lao,84,12,12,60000
75,phuong pham ngu lao,187,10,11,60000
93,phuong pham ngu lao,80,19,19,60000
90,phuong pham ngu lao,84,5,5,60000
7,phuong tan dinh,120,19,19,60000
13,phuong tan dinh,201,5,6,60000
33,phuong tan dinh,201,8,8,60000
98,phuong tan dinh,135,8,8,60000
40,phuong tan dinh,120,12,12,60000
64,phuong tan dinh,196,7,7,60000
29,phuong tan dinh,200,0,4,60000
28,phuong tan dinh,200,4,4,60000
95,phuong tan dinh,180,1,1,60000
79,phuong tan dinh,150,6,3,60000
52,phuong tan dinh,200,4,4,60000
62,phuong tan dinh,125,5,5,60000
30,phuong tan dinh,196,0,2,60000
21,phuong tan dinh,201,5,6,60000
72,phuong tan dinh,250,18,19,60000
84,phuong tan dinh,146,3,3,60000
82,phuong tan dinh,109,27,27,60000
91,phuong tan dinh,127,8,8,60000
92,phuong tan dinh,121,10,10,60000
99,phuong tan dinh,230,4,4,60000
3,phuong ben thanh,108,1,1,60000
5,phuong nguyen cu trinh,240,3,3,60000
2,phuong pham ngu lao,100,21,21,60000
5,phuong tan dinh,168,2,2,60000
6,phuong ben nghe,72,10,11,60000
6,phuong ben nghe,67,4,5,60000
6,phuong ben nghe,81,16,17,60000
3,phuong ben nghe,95,54,54,60000
2,phuong ben thanh,140,22,22,60000
2,phuong ben thanh,84,32,32,60000
3,phuong pham ngu lao,87,8,9,60000
10,phuong pham ngu lao,187,10,10,60000
100,phuong ben nghe,72,16,17,60500
37,phuong co giang,164,4,4,60500
37,phuong tan dinh,200,4,4,60999
64,phuong ben nghe,71,10,10,61000
49,phuong ben nghe,75,6,7,61000
94,phuong ben nghe,71,12,12,61000
25,phuong ben thanh,86,5,3,61000
55,phuong ben thanh,80,5,4,61000
61,phuong ben thanh,88,4,4,61000
93,phuong ben thanh,120,8,9,61000
60,phuong ben thanh,86,5,3,61000
27,phuong cau kho,112,6,6,61000
24,phuong co giang,99,8,9,61000
33,phuong co giang,168,4,4,61000
17,phuong da kao,205,4,4,61000
81,phuong da kao,148,1,1,61000
39,phuong da kao,238,6,6,61000
64,phuong da kao,148,8,8,61000
79,phuong da kao,220,15,14,61000
63,phuong da kao,160,6,6,61000
63,phuong da kao,162,5,5,61000
43,phuong da kao,205,6,7,61000
40,phuong nguyen cu trinh,200,5,5,61000
62,phuong nguyen cu trinh,120,1,3,61000
50,phuong nguyen thai binh,122,8,9,61000
14,phuong nguyen thai binh,138,7,7,61000
86,phuong nguyen thai binh,122,4,4,61000
32,phuong nguyen thai binh,122,24,24,61000
69,phuong nguyen thai binh,176,3,3,61000
13,phuong nguyen thai binh,84,4,4,61000
13,phuong nguyen thai binh,103,2,2,61000
33,phuong pham ngu lao,136,6,6,61000
31,phuong pham ngu lao,100,21,22,61000
58,phuong pham ngu lao,140,8,9,61000
86,phuong pham ngu lao,101,14,15,61000
31,phuong pham ngu lao,91,8,9,61000
11,phuong tan dinh,160,9,10,61000
33,phuong tan dinh,201,6,6,61000
12,phuong tan dinh,160,8,9,61000
21,phuong tan dinh,205,5,5,61000
5,phuong nguyen thai binh,122,8,9,61000
4,phuong pham ngu lao,140,50,50,61000
39,phuong pham ngu lao,136,2,2,61200
36,phuong pham ngu lao,136,2,3,61200
96,phuong nguyen thai binh,152,10,10,61500
66,phuong pham ngu lao,97,35,35,61500
41,phuong tan dinh,160,12,12,61500
40,phuong tan dinh,160,10,10,61500
37,phuong nguyen cu trinh,338,5,4,61900
2,phuong nguyen cu trinh,340,5,5,61900
27,phuong tan dinh,201,5,5,61900
83,phuong ben nghe,1472,8,9,62000
25,phuong ben nghe,64,4,4,62000
16,phuong ben nghe,99,25,25,62000
67,phuong ben nghe,66,5,5,62000
72,phuong ben nghe,140,10,6,62000
59,phuong ben thanh,77,6,6,62000
30,phuong ben thanh,77,5,5,62000
13,phuong ben thanh,105,20,8,62000
24,phuong ben thanh,80,5,4,62000
33,phuong ben thanh,99,2,2,62000
89,phuong ben thanh,75,4,4,62000
25,phuong ben thanh,78,5,4,62000
29,phuong ben thanh,77,6,6,62000
53,phuong ben thanh,73,18,18,62000
35,phuong ben thanh,80,6,6,62000
60,phuong ben thanh,78,5,4,62000
20,phuong ben thanh,80,3,3,62000
63,phuong ben thanh,73,18,19,62000
82,phuong ben thanh,248,3,3,62000
63,phuong ben thanh,75,18,19,62000
60,phuong ben thanh,80,5,4,62000
36,phuong cau kho,160,12,12,62000
47,phuong cau kho,160,8,9,62000
32,phuong cau kho,200,10,10,62000
4,phuong cau kho,131,8,8,62000
25,phuong cau kho,180,8,9,62000
27,phuong cau kho,180,6,6,62000
25,phuong cau kho,230,20,21,62000
15,phuong cau ong lanh,150,6,6,62000
30,phuong co giang,160,4,4,62000
19,phuong da kao,165,4,4,62000
22,phuong da kao,206,5,5,62000
17,phuong da kao,237,5,5,62000
86,phuong da kao,160,6,4,62000
44,phuong da kao,240,1,1,62000
36,phuong da kao,148,6,6,62000
12,phuong da kao,205,4,6,62000
13,phuong da kao,205,5,6,62000
53,phuong da kao,270,12,12,62000
65,phuong da kao,148,5,5,62000
62,phuong da kao,205,8,8,62000
53,phuong da kao,156,8,8,62000
50,phuong da kao,351,3,3,62000
46,phuong da kao,208,5,6,62000
31,phuong da kao,151,6,6,62000
75,phuong nguyen cu trinh,143,8,4,62000
93,phuong nguyen cu trinh,200,10,11,62000
56,phuong nguyen cu trinh,90,5,5,62000
70,phuong nguyen cu trinh,120,20,20,62000
41,phuong nguyen cu trinh,224,2,2,62000
86,phuong nguyen cu trinh,180,9,9,62000
77,phuong nguyen cu trinh,72,4,4,62000
77,phuong nguyen cu trinh,72,4,4,62000
37,phuong nguyen cu trinh,325,13,14,62000
87,phuong nguyen cu trinh,180,4,5,62000
35,phuong nguyen cu trinh,145,7,7,62000
21,phuong nguyen thai binh,77,5,5,62000
39,phuong pham ngu lao,210,6,6,62000
86,phuong pham ngu lao,132,8,8,62000
80,phuong pham ngu lao,92,19,19,62000
60,phuong pham ngu lao,124,8,9,62000
31,phuong pham ngu lao,91,5,5,62000
63,phuong pham ngu lao,68,8,8,62000
66,phuong pham ngu lao,139,18,19,62000
62,phuong pham ngu lao,160,8,9,62000
13,phuong pham ngu lao,128,6,6,62000
85,phuong pham ngu lao,94,19,19,62000
46,phuong pham ngu lao,210,10,10,62000
61,phuong pham ngu lao,100,9,8,62000
94,phuong pham ngu lao,96,19,20,62000
91,phuong pham ngu lao,94,21,22,62000
67,phuong pham ngu lao,220,21,21,62000
87,phuong pham ngu lao,93,22,23,62000
81,phuong pham ngu lao,68,21,22,62000
70,phuong tan dinh,268,10,11,62000
96,phuong tan dinh,120,10,10,62000
6,phuong tan dinh,145,6,6,62000
26,phuong tan dinh,202,0,1,62000
23,phuong tan dinh,150,3,3,62000
3,phuong da kao,108,5,5,62000
1,phuong da kao,156,8,9,62000
4,phuong nguyen thai binh,88,25,25,62000
2,phuong pham ngu lao,100,10,10,62000
1,phuong nguyen cu trinh,132,8,10,62000
7,phuong pham ngu lao,150,32,32,62000
24,phuong ben nghe,135,4,4,63000
79,phuong ben nghe,104,6,6,63000
47,phuong ben nghe,68,5,6,63000
50,phuong ben nghe,1000,9,9,63000
86,phuong ben nghe,71,8,8,63000
35,phuong ben nghe,80,5,4,63000
94,phuong ben nghe,72,35,35,63000
6,phuong ben thanh,72,4,4,63000
64,phuong ben thanh,80,3,3,63000
64,phuong ben thanh,80,3,3,63000
64,phuong ben thanh,69,5,6,63000
64,phuong ben thanh,80,3,3,63000
50,phuong ben thanh,116,5,5,63000
65,phuong ben thanh,75,3,3,63000
69,phuong ben thanh,76,4,4,63000
18,phuong cau kho,144,1,1,63000
26,phuong cau kho,144,10,11,63000
27,phuong cau kho,144,10,10,63000
37,phuong cau kho,255,5,5,63000
7,phuong cau ong lanh,176,4,4,63000
7,phuong cau ong lanh,161,14,14,63000
37,phuong co giang,163,1,1,63000
50,phuong co giang,140,1,1,63000
89,phuong da kao,239,1,1,63000
25,phuong nguyen cu trinh,207,8,8,63000
28,phuong nguyen cu trinh,154,6,6,63000
5,phuong nguyen cu trinh,86,15,15,63000
71,phuong nguyen cu trinh,144,9,9,63000
